OBJECTID,ROADWAY,ROAD_SIDE,LNCD,DESCR,BEGIN_POST,END_POST,Shape_Leng
355,10000603,L,1,DESIGNATED,1.62,1.737,188.114
356,10000603,L,1,DESIGNATED,2.893,3.118,361.6468
357,10000605,R,1,DESIGNATED,0.396,0.505,175.1119
358,10000611,L,1,DESIGNATED,2.237,2.414,285.4951
359,10020101,C,1,DESIGNATED,3.184,3.245,98.2914
360,10030000,L,1,DESIGNATED,21.601,21.659,93.3165
361,72030000,L,1,DESIGNATED,3.015,3.089,118.9976
362,72030000,L,1,DESIGNATED,6.644,6.692,77.3601
363,10040000,L,1,DESIGNATED,0.11,0.216,170.793
364,10070000,L,1,DESIGNATED,2.775,2.929,248.0151
365,10070000,R,1,DESIGNATED,2.775,2.929,248.0151
366,10150000,R,1,DESIGNATED,11.924,12.006,131.883
367,10290000,R,1,DESIGNATED,6.664,6.764,160.8963
368,10524000,L,1,DESIGNATED,0.044,0.389,554.7311
369,48117000,R,1,DESIGNATED,0.187,1.606,2291.3386
370,48732500,R,1,DESIGNATED,1.58,2.271,1113.4648
371,51010000,L,1,DESIGNATED,3.221,3.383,261.6954
373,70004000,R,1,DESIGNATED,3.856,4.55,1118.8019
374,01000092,L,1,DESIGNATED,0,1.143,1839.7332
375,01040000,R,1,DESIGNATED,1.448,3.426,3186.323
376,02050000,R,1,DESIGNATED,0.11,2.379,3652.6242
377,11517000,L,1,DESIGNATED,0,0.315,505.7767
378,12000092,L,1,DESIGNATED,0.476,3.191,4356.6232
379,12000258,R,1,DESIGNATED,0,0.928,1489.4257
380,12060000,R,1,DESIGNATED,5.467,14.741,14933.8994
381,13000026,R,1,DESIGNATED,2.208,2.3,149.3174
382,70110000,R,1,DESIGNATED,5.275,6.97,2733.1276
383,70110000,R,1,DESIGNATED,7.995,8.027,51.5846
384,71140000,R,1,DESIGNATED,0.015,2.635,4214.2524
385,72000036,L,1,DESIGNATED,0.566,1.076,821.8446
386,10060000,L,1,DESIGNATED,9.085,9.184,159.1204
387,10060000,L,1,DESIGNATED,10.733,10.984,403.5795
388,03030001,R,1,DESIGNATED,16.205,16.843,1026.1205
389,10690000,L,1,DESIGNATED,1.762,1.915,246.4069
390,10690000,L,1,DESIGNATED,7.134,7.267,214.1992
391,11000098,R,1,DESIGNATED,0,0.382,276.2723
392,11000111,R,1,DESIGNATED,1.579,1.604,40.2523
393,11000114,L,1,DESIGNATED,0,0.613,986.1867
394,11040000,L,1,DESIGNATED,8.707,8.739,51.5502
395,11040000,R,1,DESIGNATED,5.819,6.91,1758.4586
396,09010000,R,1,DESIGNATED,28.678,28.951,439.3741
397,09030000,R,1,DESIGNATED,12.968,13.474,814.6665
398,10000020,R,1,DESIGNATED,2.796,2.966,272.9833
399,10000020,R,1,DESIGNATED,3.836,4.245,655.9716
400,48004000,R,1,DESIGNATED,1.501,1.795,475.2378
401,48004000,R,1,DESIGNATED,9.365,9.782,674.0113
402,48030000,R,1,DESIGNATED,5.185,5.374,305.7216
403,48050000,L,1,DESIGNATED,19.002,19.483,777.4643
404,15000308,C,1,DESIGNATED,2.326,2.886,900.9187
405,15000308,R,1,DESIGNATED,2.886,3.076,305.662
406,46640000,L,1,DESIGNATED,0,0.106,170.8762
407,46651000,R,1,DESIGNATED,0.39,0.876,786.9143
408,10060000,L,1,DESIGNATED,17.221,17.453,373.0518
409,10060000,R,1,DESIGNATED,17.731,17.982,403.5843
410,10060000,R,1,DESIGNATED,27.54,27.567,43.4475
411,13000154,R,1,DESIGNATED,1.02,1.318,478.8833
412,13010001,R,1,DESIGNATED,0.465,1.261,1282.046
413,14030000,L,1,DESIGNATED,0,4.171,6709.925
414,14050000,R,1,DESIGNATED,15.696,20.711,8068.2885
415,15000210,C,1,DESIGNATED,0,4.934,7941.9419
416,10000603,L,1,DESIGNATED,0.496,1.261,1229.465
417,10000603,R,1,DESIGNATED,3.213,3.294,130.1629
418,10000605,L,1,DESIGNATED,0.396,0.505,175.1119
419,10000611,C,1,DESIGNATED,1.808,1.863,88.6745
420,10020101,C,1,DESIGNATED,1.82,2.284,747.4335
421,72028000,L,1,DESIGNATED,0,2.08,3347.1157
422,10030000,R,1,DESIGNATED,21.601,21.659,93.3165
423,10030102,R,1,DESIGNATED,0,0.145,233.4842
424,10040000,R,1,DESIGNATED,1.052,1.149,156.1251
425,10130000,L,1,DESIGNATED,7.58,11.896,6955.1328
426,10140000,R,1,DESIGNATED,7.58,9.371,2885.08
428,10290000,L,1,DESIGNATED,0.589,6.034,8759.129
429,48620000,L,1,DESIGNATED,1.068,1.095,43.7229
430,48731000,R,1,DESIGNATED,5.835,6.045,339.2472
431,55000012,L,1,DESIGNATED,1.656,1.818,260.5024
432,55000012,R,1,DESIGNATED,0.966,1.002,57.6852
433,11070000,L,1,DESIGNATED,13.868,18.679,7760.5776
434,11503500,L,1,DESIGNATED,3.423,3.474,81.2504
435,12000249,R,1,DESIGNATED,0,0.934,1490.8592
436,12010000,R,1,DESIGNATED,10.671,10.706,56.4806
437,12011000,R,1,DESIGNATED,3.001,4.258,2023.4302
438,70050000,R,1,DESIGNATED,9.984,15.163,8333.9107
439,70110000,L,1,DESIGNATED,7.106,8.027,1485.035
440,71020000,L,1,DESIGNATED,11.799,12.23,692.7409
441,71070000,R,1,DESIGNATED,7.124,7.995,1401.5047
442,72010000,R,1,DESIGNATED,12.44,14.1,2670.9994
443,10060000,C,1,DESIGNATED,26.878,26.954,122.1439
444,10060000,L,1,DESIGNATED,16.711,16.868,252.5005
445,10524000,R,1,DESIGNATED,0.389,0.561,276.5768
446,10524000,R,1,DESIGNATED,1.414,1.624,337.666
447,11000098,L,1,DESIGNATED,0.168,0.293,90.4038
448,11000111,L,1,DESIGNATED,0,1.307,2109.541
449,11000111,L,1,DESIGNATED,1.92,2.068,238.8012
450,11040000,L,1,DESIGNATED,7.174,7.376,325.5444
451,11040000,L,1,DESIGNATED,7.832,8.321,788.2444
452,03001000,R,1,DESIGNATED,2.931,3.136,331.424
453,03010000,R,1,DESIGNATED,0,5.824,9366.7276
454,10000020,L,1,DESIGNATED,4.245,4.377,211.7021
455,10000087,L,1,DESIGNATED,0.169,1.049,1416.1327
456,10000087,R,1,DESIGNATED,3.013,3.076,101.3573
457,48004000,L,1,DESIGNATED,3.458,3.762,491.352
458,48020000,L,1,DESIGNATED,14.91,15.155,395.8752
459,48030000,L,1,DESIGNATED,4.716,4.766,80.8118
460,48080060,R,1,DESIGNATED,1.175,1.415,388.7534
461,48110000,L,1,DESIGNATED,8.102,10.669,4148.4202
462,15000218,C,1,DESIGNATED,1.505,1.63,201.1728
463,15000218,R,1,DESIGNATED,1.714,1.871,252.6239
464,46522500,R,1,DESIGNATED,0.741,0.761,32.3539
465,46522500,R,1,DESIGNATED,2.795,2.83,51.5602
466,48004000,C,1,DESIGNATED,3.228,3.458,371.7553
467,10060000,R,1,DESIGNATED,16.31,16.413,165.6145
468,10060000,R,1,DESIGNATED,16.957,17.042,136.6636
469,13000082,R,1,DESIGNATED,2.035,2.536,806.6502
470,13150000,R,1,DESIGNATED,1.721,2.411,1110.5551
471,14000098,R,1,DESIGNATED,0,0.085,136.3202
472,14571000,R,1,DESIGNATED,2.946,4.727,2864.3065
473,15000142,L,1,DESIGNATED,0.044,1.152,1783.9047
474,10000504,R,1,DESIGNATED,8.708,8.863,249.5332
475,10000601,R,1,DESIGNATED,0.1,0.758,1054.8026
476,10000603,R,1,DESIGNATED,1.737,1.815,125.3889
477,10000611,C,1,DESIGNATED,0.223,0.508,459.0446
478,10000611,C,1,DESIGNATED,1.294,1.363,111.1241
479,10000611,R,1,DESIGNATED,2.647,2.874,365.6391
480,72070000,R,1,DESIGNATED,3.01,5.13,3411.6944
481,86065000,R,1,DESIGNATED,6.202,6.519,509.4976
482,10030000,L,1,DESIGNATED,24.401,24.593,308.8502
483,10040000,L,1,DESIGNATED,1.906,2.033,204.3401
484,10040000,R,1,DESIGNATED,0.041,0.11,110.6844
485,10110000,L,1,DESIGNATED,0.413,1.968,2504.5053
486,10110000,R,1,DESIGNATED,7.247,8.849,2580.4344
487,10160000,R,1,DESIGNATED,0.37,0.407,59.5478
488,10250000,L,1,DESIGNATED,3.189,3.555,588.907
489,10524000,R,1,DESIGNATED,0,0.044,70.7434
490,48523000,L,1,DESIGNATED,1.056,2.698,2644.9145
491,48530000,C,1,DESIGNATED,3.033,10.274,11690.0056
492,54060000,L,1,DESIGNATED,9.549,9.754,329.7353
493,55000012,L,1,DESIGNATED,0.895,0.966,113.7683
494,02030000,R,1,DESIGNATED,14.628,14.839,339.7946
495,03000026,R,1,DESIGNATED,0,0.713,1147.1741
496,03000039,R,1,DESIGNATED,0,1.667,2574.8676
497,12000216,L,1,DESIGNATED,0,1.044,1679.208
498,12000217,R,1,DESIGNATED,0.613,1.055,711.4543
499,12000580,L,1,DESIGNATED,0,1.071,1718.3547
500,12010000,L,1,DESIGNATED,0,7.656,12348.8535
502,70740000,R,1,DESIGNATED,6.165,6.214,78.9022
503,72000094,R,1,DESIGNATED,0.189,1.669,2389.2135
504,72003000,R,1,DESIGNATED,0,0.184,296.3607
505,10060000,L,1,DESIGNATED,12.373,12.525,244.3341
506,10060000,L,1,DESIGNATED,14.213,14.277,102.8231
507,03060000,R,1,DESIGNATED,3.583,3.847,424.8032
508,03511000,L,1,DESIGNATED,1.006,3.115,3381.3593
509,10690000,R,1,DESIGNATED,5.141,5.529,624.9459
510,10690000,R,1,DESIGNATED,7.267,7.739,760.1627
511,11000102,L,1,DESIGNATED,0.069,0.122,85.559
512,11000102,R,1,DESIGNATED,0.284,0.441,253.3793
513,11000120,R,1,DESIGNATED,0.688,1.212,842.4487
514,11040000,R,1,DESIGNATED,8.511,8.624,182.1513
515,11040000,R,1,DESIGNATED,8.956,9.026,112.9246
516,03000524,R,1,DESIGNATED,1.417,1.647,224.0779
518,08020000,R,1,DESIGNATED,7.259,19.514,19713.3305
519,10000086,L,1,DESIGNATED,0.902,1.048,236.8279
520,10000107,L,1,DESIGNATED,2.246,2.4,247.7888
521,10000107,R,1,DESIGNATED,2.155,2.246,146.522
522,48010000,L,1,DESIGNATED,0,16.322,26393.256
523,48013000,R,1,DESIGNATED,4.465,4.715,403.6615
524,48070000,L,1,DESIGNATED,5.438,6.668,1990.8555
525,48070000,R,1,DESIGNATED,6.937,8.672,2808.399
526,15000218,C,1,DESIGNATED,0.503,0.627,199.5616
527,46522500,L,1,DESIGNATED,0,1.404,2265.5287
528,46522500,R,1,DESIGNATED,0.275,0.294,36.4618
529,48000025,C,1,DESIGNATED,1.803,2,320.2828
530,48003000,L,1,DESIGNATED,6.813,7.27,739.0037
531,10060000,L,1,DESIGNATED,27.422,27.504,131.894
532,10060000,R,1,DESIGNATED,9.025,9.085,96.525
533,13080000,L,1,DESIGNATED,0,4.546,7343.8417
534,13080000,R,1,DESIGNATED,4.951,6.295,2171.1857
535,14570000,R,1,DESIGNATED,5.125,8.045,4708.9573
536,14570101,L,1,DESIGNATED,0.191,0.386,321.9482
537,10000176,R,1,DESIGNATED,1.057,2.802,2809.8831
538,10000603,L,1,DESIGNATED,2.018,2.893,1406.155
539,10000603,L,1,DESIGNATED,3.405,3.582,284.4752
540,10000611,C,1,DESIGNATED,0.064,0.095,49.9221
541,10000611,L,1,DESIGNATED,2.173,2.237,102.6157
542,10000611,L,1,DESIGNATED,2.707,2.874,268.9595
543,10030000,L,1,DESIGNATED,4.528,4.772,392.4462
544,72030000,L,1,DESIGNATED,6.138,6.189,82.0527
545,72030000,R,1,DESIGNATED,2.754,3,395.8697
546,10040000,L,1,DESIGNATED,0.981,1.052,114.1501
547,10070000,R,1,DESIGNATED,1.233,2.775,2483.4227
548,10090000,L,1,DESIGNATED,8.535,11.186,4250.6656
549,10524000,L,1,DESIGNATED,0,0.044,70.7434
550,10524000,L,1,DESIGNATED,0.78,1.351,918.0184
551,48117000,L,1,DESIGNATED,0.187,1.606,2291.3386
552,48230000,L,1,DESIGNATED,10.155,11.09,1510.6949
553,51010000,L,1,DESIGNATED,2.407,2.745,545.9226
554,51030000,C,1,DESIGNATED,11.887,12.089,325.5763
556,70020000,L,1,DESIGNATED,25.444,32.43,11238.5308
557,01040000,L,1,DESIGNATED,3.258,3.426,270.5885
558,01050000,R,1,DESIGNATED,9.145,13.542,7082.2088
559,02050000,L,1,DESIGNATED,15.817,16.668,1370.0245
560,03000008,L,1,DESIGNATED,1.6,2.1,778.6004
561,12000040,R,1,DESIGNATED,1.101,1.436,531.2954
562,12000205,C,1,DESIGNATED,0.357,0.443,138.6272
563,12000258,L,1,DESIGNATED,0,1,1604.9821
564,12000566,R,1,DESIGNATED,0,0.718,1155.5054
565,13000007,R,1,DESIGNATED,0,0.275,442.3882
566,70110000,R,1,DESIGNATED,7.8,7.995,314.3908
567,70120000,R,1,DESIGNATED,6.776,7.341,909.2411
568,71580000,R,1,DESIGNATED,5.106,6.66,2499.0025
569,72000078,L,1,DESIGNATED,0,2.196,3552.7844
570,10060000,L,1,DESIGNATED,10.441,10.733,469.4759
571,10060000,L,1,DESIGNATED,11.496,11.65,247.6266
572,03060000,L,1,DESIGNATED,0.874,1.081,332.8516
573,10690000,L,1,DESIGNATED,6.359,6.498,223.919
574,10690000,R,1,DESIGNATED,1.915,2.081,267.3953
575,11000098,L,1,DESIGNATED,0.653,1.392,534.5064
576,11000099,L,1,DESIGNATED,0.602,0.661,95.0664
577,11000113,R,1,DESIGNATED,0,0.997,1600.1549
578,11040000,L,1,DESIGNATED,8.984,9.102,190.224
579,11040000,R,1,DESIGNATED,7.425,7.611,299.9128
580,03634001,R,1,DESIGNATED,0,0.619,996.5622
581,09030000,R,1,DESIGNATED,6.893,11.548,7494.3633
582,10000020,L,1,DESIGNATED,1.905,2.473,911.0694
583,10000020,R,1,DESIGNATED,3.715,3.836,194.1665
584,10000071,R,1,DESIGNATED,0,1.362,2188.9938
585,10000107,L,1,DESIGNATED,1.01,1.366,572.7965
586,48004000,R,1,DESIGNATED,5.461,5.816,573.8454
587,48009000,C,1,DESIGNATED,0.771,0.957,301.3685
588,48050000,L,1,DESIGNATED,17.363,18.808,2347.0245
589,48050001,R,1,DESIGNATED,0.065,1,1525.2684
590,15000308,R,1,DESIGNATED,2.26,2.326,106.2278
591,15000317,C,1,DESIGNATED,1.813,2.249,699.4795
592,46651000,R,1,DESIGNATED,0.27,0.359,144.1188
593,48000015,R,1,DESIGNATED,1.537,1.677,226.4567
594,10060000,L,1,DESIGNATED,17.982,18.233,403.7013
595,10060000,R,1,DESIGNATED,27.504,27.54,57.8845
596,13010001,L,1,DESIGNATED,0.459,1.23,1241.7956
597,13040000,R,1,DESIGNATED,0.67,1.271,960.9962
598,14050000,L,1,DESIGNATED,15.696,20.711,8068.2885
599,14120000,L,1,DESIGNATED,3.029,12.569,15348.6795
600,10000603,L,1,DESIGNATED,1.518,1.62,163.9001
601,10000605,L,1,DESIGNATED,0.252,0.396,231.2792
602,10000605,R,1,DESIGNATED,0.252,0.396,231.2792
603,10000611,C,1,DESIGNATED,2.089,2.146,91.8923
604,10020101,C,1,DESIGNATED,0.162,1.74,2541.7155
605,10020101,C,1,DESIGNATED,2.854,3.141,462.359
606,72027000,R,1,DESIGNATED,0.173,0.626,721.3611
607,72030000,L,1,DESIGNATED,2.585,2.698,181.8683
608,10030000,R,1,DESIGNATED,24.401,24.593,308.8502
609,10040000,L,1,DESIGNATED,0.041,0.11,110.6844
610,10070000,L,1,DESIGNATED,1.233,2.775,2483.4227
611,10140000,R,1,DESIGNATED,0,7.58,12210.1506
612,10150000,R,1,DESIGNATED,8.412,11.698,5285.5165
613,10290000,C,1,DESIGNATED,6.289,6.664,603.256
614,10290000,R,1,DESIGNATED,6.034,6.289,410.2779
615,48731000,L,1,DESIGNATED,5.835,6.045,339.2472
616,48732500,R,1,DESIGNATED,0.32,1.544,1972.3844
617,55000012,R,1,DESIGNATED,0.895,0.966,113.7683
618,70004000,R,1,DESIGNATED,0.828,1.765,1510.6377
619,11200000,R,1,DESIGNATED,15.205,17.86,4272.8659
620,11503500,R,1,DESIGNATED,3.659,3.736,159.5556
621,12011000,L,1,DESIGNATED,7.815,8.819,1616.1192
622,12060000,L,1,DESIGNATED,5.467,14.741,14933.8994
623,70110000,L,1,DESIGNATED,7.036,7.106,112.8725
624,70110000,L,1,DESIGNATED,8.41,8.46,80.604
625,71070000,L,1,DESIGNATED,7.124,8.024,1448.1922
626,71140000,L,1,DESIGNATED,0.015,2.635,4214.2524
627,72022000,R,1,DESIGNATED,0,0.696,1118.4504
628,10040000,R,1,DESIGNATED,2.765,3.036,435.8951
629,10060000,L,1,DESIGNATED,9.025,9.085,96.525
630,10524000,R,1,DESIGNATED,1.351,1.414,101.3918
631,10690000,L,1,DESIGNATED,1.222,1.762,869.7796
632,11000111,L,1,DESIGNATED,1.728,1.92,309.8594
633,11000111,R,1,DESIGNATED,1.474,1.532,93.5586
634,11040000,L,1,DESIGNATED,7.804,7.832,45.1392
635,11040000,L,1,DESIGNATED,8.66,8.707,75.7956
636,03010000,L,1,DESIGNATED,1.523,5.756,6807.9574
637,03030001,L,1,DESIGNATED,16.205,16.843,1026.1205
638,08050000,R,1,DESIGNATED,12.558,12.766,334.6777
639,10000020,L,1,DESIGNATED,3.836,4.245,655.9716
640,10000020,R,1,DESIGNATED,2.743,2.796,85.0188
641,10000087,R,1,DESIGNATED,1.818,2.675,1379.122
642,10000105,C,1,DESIGNATED,0.284,0.324,64.1093
643,48004000,L,1,DESIGNATED,2.585,3.228,1039.3149
644,48004000,R,1,DESIGNATED,0.359,0.649,468.6997
645,48030000,L,1,DESIGNATED,2.526,2.621,153.638
646,48030000,R,1,DESIGNATED,2.53,2.604,119.6987
647,48100000,R,1,DESIGNATED,3.451,3.901,726.8331
648,15000218,R,1,DESIGNATED,0,0.252,405.4567
649,15000305,R,1,DESIGNATED,5.537,9.527,6418.4831
650,46522500,R,1,DESIGNATED,1.955,2.661,1142.0905
651,46560011,C,1,DESIGNATED,1.487,1.986,806.3942
652,10060000,R,1,DESIGNATED,16.868,16.957,143.0925
653,10060000,R,1,DESIGNATED,17.645,17.731,138.2632
654,13000154,L,1,DESIGNATED,1.415,3.112,2727.3692
655,14000098,L,1,DESIGNATED,0,0.085,136.3202
656,14010000,R,1,DESIGNATED,11.193,11.322,207.5851
657,14610000,R,1,DESIGNATED,1.004,4.509,5629.9944
658,15000146,R,1,DESIGNATED,1.252,2.255,1610.568
659,10000601,R,1,DESIGNATED,0,0.1,160.3346
660,10000603,L,1,DESIGNATED,0.348,0.429,130.1677
661,10000603,R,1,DESIGNATED,3.118,3.213,152.6605
662,10000611,C,1,DESIGNATED,0.822,1.294,760.297
663,10000611,C,1,DESIGNATED,1.697,1.808,178.6685
664,10010000,L,1,DESIGNATED,24.816,26.253,2312.5889
665,86065000,L,1,DESIGNATED,7.614,11.965,6991.9502
666,10030000,R,1,DESIGNATED,4.528,4.772,392.4462
667,10040000,R,1,DESIGNATED,0,0.041,66.0208
668,10040000,R,1,DESIGNATED,0.981,1.052,114.1501
669,10110000,R,1,DESIGNATED,0.413,1.968,2504.5053
670,10120000,R,1,DESIGNATED,6.004,8.476,3975.4582
671,10250000,L,1,DESIGNATED,0,3.189,5131.4475
672,10250000,R,1,DESIGNATED,7.856,7.916,96.4275
673,48523000,R,1,DESIGNATED,2.634,2.698,103.1003
674,48620000,L,1,DESIGNATED,0.919,1.01,147.4381
675,55000012,L,1,DESIGNATED,0.631,0.895,422.994
676,55000012,L,1,DESIGNATED,1.581,1.656,121.8576
677,03000039,L,1,DESIGNATED,0,1.667,2574.8676
678,12000217,L,1,DESIGNATED,1.156,1.24,135.2137
679,12000249,L,1,DESIGNATED,0,0.934,1490.8592
680,12005000,R,1,DESIGNATED,2.491,2.712,355.4937
681,12010000,R,1,DESIGNATED,0,7.929,12789.3274
682,70050000,L,1,DESIGNATED,9.984,15.178,8358.0772
683,70740000,R,1,DESIGNATED,5.658,6.066,656.7063
684,71000293,R,1,DESIGNATED,0,0.758,1218.0638
685,72000171,R,1,DESIGNATED,0,0.605,977.4568
686,72010000,L,1,DESIGNATED,13.835,14.1,426.3592
687,10060000,L,1,DESIGNATED,12.89,12.966,122.1767
688,10060000,L,1,DESIGNATED,16.658,16.711,85.2559
689,03080000,R,1,DESIGNATED,39.184,39.926,1193.8249
690,10690000,R,1,DESIGNATED,7.134,7.267,214.1992
691,11000098,L,1,DESIGNATED,0,0.126,91.1077
692,11000102,R,1,DESIGNATED,0.02,0.218,319.7408
693,11000105,R,1,DESIGNATED,2.973,3.22,397.4859
694,11000120,L,1,DESIGNATED,0.688,1.209,837.6266
695,11040000,L,1,DESIGNATED,6.96,7.174,344.9213
696,11040000,R,1,DESIGNATED,8.861,8.956,153.1487
697,03000524,R,1,DESIGNATED,0,0.401,390.77
698,03001000,R,1,DESIGNATED,1.121,1.933,1312.6722
699,08020000,L,1,DESIGNATED,7.259,19.514,19713.3305
700,08050000,L,1,DESIGNATED,12.558,12.766,334.6777
701,10000086,L,1,DESIGNATED,0.335,0.673,548.3113
702,10000087,C,1,DESIGNATED,1.754,1.818,103.0211
703,10000107,R,1,DESIGNATED,2.078,2.155,123.8731
704,10000176,L,1,DESIGNATED,1.057,2.802,2809.8831
705,48013000,L,1,DESIGNATED,4.466,4.703,382.6621
706,48013002,R,1,DESIGNATED,1.874,1.967,150.353
707,48070000,R,1,DESIGNATED,5.43,6.937,2439.1982
708,48080060,L,1,DESIGNATED,1.825,2.37,882.9764
709,15000218,C,1,DESIGNATED,1.316,1.505,304.1033
710,46522500,R,1,DESIGNATED,0,0.233,375.8919
711,46522500,R,1,DESIGNATED,0.672,0.705,53.4002
712,48000117,R,1,DESIGNATED,1.023,1.348,522.5504
713,48004000,C,1,DESIGNATED,1.795,2.585,1276.9707
714,10060000,R,1,DESIGNATED,8.875,9.025,241.1483
715,10060000,R,1,DESIGNATED,16.273,16.31,59.5828
716,13080000,R,1,DESIGNATED,0,4.546,7343.8417
717,13150000,L,1,DESIGNATED,1.721,2.411,1110.5551
718,14570100,R,1,DESIGNATED,0,0.119,187.3738
719,14571000,L,1,DESIGNATED,0,3.865,6215.644
720,10000176,R,1,DESIGNATED,0.489,1.057,914.6748
722,10000603,L,1,DESIGNATED,3.294,3.405,178.3884
723,10000603,R,1,DESIGNATED,1.62,1.737,188.114
724,10000611,C,1,DESIGNATED,0.19,0.223,53.1722
725,10000611,L,1,DESIGNATED,2.647,2.707,96.6796
726,10000611,R,1,DESIGNATED,2.508,2.529,33.8599
727,10030000,L,1,DESIGNATED,24.022,24.198,283.0702
728,72030000,R,1,DESIGNATED,2.335,2.565,370.096
729,72070000,L,1,DESIGNATED,2.969,5.149,3508.214
730,10040000,L,1,DESIGNATED,1.784,1.906,196.2944
731,10090000,L,1,DESIGNATED,7.738,8.535,1277.9072
732,10090000,R,1,DESIGNATED,11.233,12.516,2057.262
733,10160000,L,1,DESIGNATED,2.046,8.81,10883.0467
734,10524000,L,1,DESIGNATED,0.691,0.78,143.0638
735,10524000,L,1,DESIGNATED,1.671,1.811,225.2149
736,48230000,L,1,DESIGNATED,9.634,9.852,352.1559
737,48505000,R,1,DESIGNATED,0.27,0.468,319.9919
738,51020000,R,1,DESIGNATED,23.377,24.592,1957.7145
739,53120000,R,1,DESIGNATED,16.82,17.643,1324.9447
740,70012000,L,1,DESIGNATED,5.38,5.528,237.844
741,01050000,R,1,DESIGNATED,2.237,4.634,3860.6951
742,02010001,R,1,DESIGNATED,0.029,0.066,58.6384
743,03000007,R,1,DESIGNATED,0,0.716,1159.4082
744,03000026,L,1,DESIGNATED,0,0.713,1147.1741
745,12000205,C,1,DESIGNATED,0.072,0.191,191.8825
746,12000205,R,1,DESIGNATED,0.191,0.357,267.6534
747,12000566,L,1,DESIGNATED,0,0.718,1155.5054
748,12000579,R,1,DESIGNATED,0,1.534,2468.2643
749,70120000,R,1,DESIGNATED,5.596,5.715,191.5663
751,72000072,R,1,DESIGNATED,0,1.797,2890.5438
752,72000094,L,1,DESIGNATED,1.669,2.189,839.4165
753,10060000,L,1,DESIGNATED,11.364,11.496,212.2284
754,10060000,L,1,DESIGNATED,12.19,12.373,294.2769
755,03060000,C,1,DESIGNATED,2.17,3.583,2272.8451
756,03060000,R,1,DESIGNATED,1.903,2.17,429.4089
757,10690000,R,1,DESIGNATED,1.762,1.915,246.4069
758,10690000,R,1,DESIGNATED,4.568,5.141,922.8804
759,11000099,L,1,DESIGNATED,0.228,0.602,603.1691
760,11000099,R,1,DESIGNATED,1.616,1.686,112.9698
761,11040000,R,1,DESIGNATED,7.193,7.425,373.9268
762,11040000,R,1,DESIGNATED,8.209,8.511,486.6792
763,03634001,L,1,DESIGNATED,0,0.619,996.5622
764,06030000,R,1,DESIGNATED,14.939,15.932,1597.7152
765,10000020,L,1,DESIGNATED,1.715,1.905,304.7861
766,10000020,L,1,DESIGNATED,3.16,3.296,218.1585
767,10000071,L,1,DESIGNATED,0,1.362,2188.9938
768,10000105,R,1,DESIGNATED,0.444,0.492,76.9932
769,10000107,L,1,DESIGNATED,2.155,2.246,146.522
770,48009000,C,1,DESIGNATED,0.076,0.422,560.4504
771,48009000,C,1,DESIGNATED,2.283,2.565,456.8223
772,48050001,L,1,DESIGNATED,0.055,1,1541.5275
773,48070000,L,1,DESIGNATED,2.488,2.918,695.9483
774,15000317,C,1,DESIGNATED,0.53,1.748,1954.209
775,46521500,R,1,DESIGNATED,0.36,4.136,6113.9125
776,48000015,L,1,DESIGNATED,1.537,1.677,226.4567
777,48000017,R,1,DESIGNATED,2.292,2.327,56.2192
778,10060000,L,1,DESIGNATED,17.731,17.982,403.5843
779,10060000,L,1,DESIGNATED,27.333,27.422,143.035
780,13040000,L,1,DESIGNATED,0.67,1.291,992.9956
781,13050000,R,1,DESIGNATED,7.389,12.165,7681.6141
782,14090000,R,1,DESIGNATED,16.368,16.418,80.4552
783,14570000,R,1,DESIGNATED,0,3.116,5025.0486
784,10000603,L,1,DESIGNATED,1.383,1.518,216.9381
785,10000603,L,1,DESIGNATED,1.942,2.018,122.1209
786,10000605,R,1,DESIGNATED,0,0.252,404.7921
787,10000611,C,1,DESIGNATED,0,0.064,103.1191
788,10000611,C,1,DESIGNATED,2.583,2.647,103.0278
789,10020101,C,1,DESIGNATED,2.606,2.833,365.6248
790,10030000,L,1,DESIGNATED,3.915,4.528,986.0565
791,72028000,R,1,DESIGNATED,3.965,6.417,3945.8498
792,72030000,L,1,DESIGNATED,5.588,5.627,62.7706
793,10040000,L,1,DESIGNATED,0,0.041,66.0208
794,10070000,R,1,DESIGNATED,1.117,1.233,186.8433
795,10150000,R,1,DESIGNATED,6.875,7.013,221.9233
796,10290000,R,1,DESIGNATED,0.589,6.034,8759.129
798,48116000,R,1,DESIGNATED,0,1.085,1744.2121
799,48732500,R,1,DESIGNATED,0,0.275,443.1178
800,50070000,C,1,DESIGNATED,9.069,10.587,2444.3472
802,70004000,R,1,DESIGNATED,2.261,3.763,2421.4517
803,01000540,R,1,DESIGNATED,0.283,0.423,225.3298
804,11503500,R,1,DESIGNATED,3.401,3.659,376.5185
805,12000040,L,1,DESIGNATED,1.101,1.322,354.058
806,12015000,R,1,DESIGNATED,8.733,10,258.0555
807,13000007,L,1,DESIGNATED,0,0.369,593.5429
808,70110000,L,1,DESIGNATED,8.346,8.41,103.2264
809,70110000,R,1,DESIGNATED,7.745,7.8,88.6853
810,71130000,R,1,DESIGNATED,0,2.453,3954.8635
811,71580000,L,1,DESIGNATED,5.106,6.66,2499.0025
812,10060000,L,1,DESIGNATED,8.875,9.025,241.1483
813,10060000,L,1,DESIGNATED,10.287,10.441,247.5867
814,10550000,R,1,DESIGNATED,1.398,1.62,356.5507
